symbol,bucket,date,is_abnormal,activity_type,return_zscore,volume_zscore,relative_strength_zscore,gap_pct,same_day_return,fwd_1d,fwd_5d,fwd_20d,dd_5d,mfe_5d
AAPL,mega_technology,2024-02-16,False,,,,,,-0.008430327423039286,-0.004113871976304084,-0.006307937030332944,-0.0471175470352696,-0.01267072568701666,0.01497449399374684
AAPL,mega_technology,2024-02-20,False,,,,,,-0.004113871976304084,0.004185944040537404,0.005893368583388403,-0.03018285966071821,-0.011015642211940957,0.01916721744877714
AAPL,mega_technology,2024-02-21,False,,,,,,0.004185944040537404,0.011243966652040527,-0.004936375603334819,-0.020019745502413366,-0.015138218516893343,0.014918824045633938
AAPL,mega_technology,2024-02-22,False,,,,,,0.011243966652040527,-0.010034170418180777,-0.01963443076422411,-0.07051038672235177,-0.026251559364321775,0.0036339968541518886
AAPL,mega_technology,2024-02-23,False,,,,,,-0.010034170418180777,-0.007451238220469114,-0.0156695156695158,-0.05610344071882534,-0.028161297392066742,0.0076840894148586525
AAPL,mega_technology,2024-02-26,False,,,,,,-0.007451238220469114,0.008114374034003058,-0.033451092956502504,-0.05691101788474273,-0.040682269816736616,0.015248951203356231
AAPL,mega_technology,2024-02-27,False,,,,,,0.008114374034003058,-0.006625417510814247,-0.06849915128949235,-0.07074412747084258,-0.0712369271204073,0.00268302031429668
AAPL,mega_technology,2024-02-28,False,,,,,,-0.006625417510814247,-0.0036930878624186203,-0.06779847866828348,-0.0447028993495755,-0.07022379010031965,0.006338882151912806
AAPL,mega_technology,2024-02-29,True,volume_spike,-0.226607,5.978803,-0.554361,-0.000827,-0.0036930878624186203,-0.006030428769018048,-0.06500691562932226,-0.05128630705394199,-0.06782849239280775,-0.0012171507607192655
AAPL,mega_technology,2024-03-01,True,false_breakdown;liquidity_sweep_low;bear_trap,-0.668309,0.681254,-1.652242,-0.006639,-0.006030428769018048,-0.025381275743070253,-0.04970499833017927,-0.05360124679951017,-0.06217299343203819,-0.01536235110764772
AAPL,mega_technology,2024-03-04,True,return_zscore;sector_relative_move,-3.404032,1.002787,-2.638152,-0.019537,-0.025381275743070253,-0.02844089091947455,-0.013420902341519048,-0.0357509994288977,-0.03774985722444313,-0.004111936036550579
AAPL,mega_technology,2024-03-05,True,return_zscore,-2.97871,1.781757,-1.632595,-0.024786,-0.02844089091947455,-0.005878203620973466,0.018281213261227336,-0.0027627557018574667,-0.009581471902186611,0.025041147425346688
AAPL,mega_technology,2024-03-06,False,,,,,,-0.005878203620973466,-0.0007095553453169146,0.01188505203405854,-0.0017738883632923974,-0.0037251655629139124,0.031102175969725643
AAPL,mega_technology,2024-03-07,False,,,,,,-0.0007095553453169146,0.010236686390532546,0.023668639053254337,0.0034319526627220043,-0.00035502958579880506,0.0318343195266273
AAPL,mega_technology,2024-03-08,True,sector_relative_move,1.735568,0.677624,3.198566,0,0.010236686390532546,0.01183154688689747,0.011070110701107083,-0.013354419258478356,-0.002606454635974864,0.021378785216423557
AAPL,mega_technology,2024-03-11,True,sector_relative_move,1.704706,-0.114015,2.103046,0.012944,0.01183154688689747,0.002778581765557009,0.005615050651230025,-0.017829232995658528,-0.014269175108538423,0.02871201157742398
AAPL,mega_technology,2024-03-12,False,,,,,,0.002778581765557009,-0.01212261155688965,0.016452115684350455,-0.03146106332621368,-0.017000519540495307,0.025861571321364796
AAPL,mega_technology,2024-03-13,False,,,,,,-0.01212261155688965,0.010927365160988689,0.04406007129083145,0.022848127154794673,-0.004937766610179417,0.04406007129083145
AAPL,mega_technology,2024-03-14,False,,,,,,0.010927365160988689,-0.0021965317919074856,-0.009421965317919057,0.020520231213872808,-0.01569364161849718,0.032774566473988465
AAPL,mega_technology,2024-03-15,True,volume_spike,0.079166,2.630945,1.197158,-0.010578,-0.0021965317919074856,0.006372378635152387,-0.0019696443054108004,0.00040551500405516805,-0.014830263005445543,0.035048082493337906
AAPL,mega_technology,2024-03-18,False,,,,,,0.006372378635152387,0.01358507943817644,-0.016520838130324678,-0.02498273083122271,-0.024579783559751434,0.028494128482615677
AAPL,mega_technology,2024-03-19,False,,,,,,0.01358507943817644,0.014709223080417777,-0.03617673784643349,-0.04588823262153574,-0.03765333939118598,0.014709223080417777
AAPL,mega_technology,2024-03-20,False,,,,,,0.014709223080417777,-0.04085744668942737,-0.02999944030894941,-0.06509206917781385,-0.05160351485979742,-0.00660435439637308
AAPL,mega_technology,2024-03-21,True,return_zscore;sector_relative_move,-3.327683,1.517576,-3.696095,-0.009067,-0.04085744668942737,0.005310147633774909,0.000641885977708867,-0.03717103343642414,-0.0112038279745581,0.013012779366283311
