family_key,event_key,symbol,control_date,horizon_days,baseline_close,forward_close,directional_return,absolute_return,path_range,control_role
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-15,5,39.43,39.96,0.013441541973116866,0.013441541973116866,0.06297235607405516,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-19,5,39.38,39.56,0.004570848146267181,0.004570848146267181,0.06305231081767382,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-21,5,39.25,39.9,0.016560509554140124,0.016560509554140124,0.031082802547770516,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-22,5,40.3,41.24,0.023325062034739608,0.023325062034739608,0.04990322580645146,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-25,5,39.96,41.45,0.03728728728728736,0.03728728728728736,0.060810810810810745,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-08,1,79.6,79.38,-0.0027638190954774045,0.0027638190954774045,0.008040201005025116,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-11,1,79.38,79.4,0.00025195263290522796,0.00025195263290522796,0.09511211892164262,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-12,1,79.4,78.6,-0.010075566750629816,0.010075566750629816,0.015050377833753292,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-13,1,78.6,78.81,0.0026717557251909607,0.0026717557251909607,0.009667938931297804,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-14,1,78.81,77.98,-0.010531658418982293,0.010531658418982293,0.01814490546884917,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-15,1,77.98,77.51,-0.006027186458066103,0.006027186458066103,0.011156706847909703,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-19,1,77.51,77.13,-0.00490259321377895,0.00490259321377895,0.02064249774222693,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-21,1,77.78,78.82,0.01337104654152732,0.01337104654152732,0.010542555926973618,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,HYG,2016-01-22,1,78.82,78.0,-0.010403450900786537,0.010403450900786537,0.009388480081197637,post_event_control
